text_clean,text_preprocessed
usir pengungsi rohingya awas teroris sembunyi,"['usir', 'ungsi', 'rohingya', 'awas', 'teroris', 'sembunyi']"
trus masalahnya dimana klo dlu kenyataannya pks getol minta pengungsi rohingya diterima  ketika skrg ada masalah dimasyarakat pd kemana tuh para politisi yg jd pahlawan kesiangan masyarakat aja banyak yg ga punya rumah ga bs makan eh malah negara lain ditampung dan diempanin,"['trus', 'mana', 'klo', 'dlu', 'nyata', 'pks', 'getol', 'ungsi', 'rohingya', 'terima', 'skrg', 'ada', 'masyarakat', 'pd', 'mana', 'tuh', 'politis', 'yg', 'jd', 'pahlawan', 'siang', 'masyarakat', 'aja', 'yg', 'ga', 'rumah', 'ga', 'bs', 'makan', 'eh', 'negara', 'tampung', 'diempanin']"
bening mulus video viral kanyabun onlyfans  link nonton     follow juga kami di telegram untuk updatean terbaru ⬇️    tetap bersatu kawan😄,"['bening', 'mulus', 'video', 'viral', 'kanyabun', 'onlyfans', 'link', 'nonton', 'follow', 'telegram', 'updatean', 'baru', '', 'satu', 'kawan']"
kenapa mereka berani bayar sedemikian banyak bahkan meresikokan nyawa mereka     karna mereka tidak punya masa depan di tempat mereka tinggal terlebih lagi resiko dibunuh dan dianiaya,"['berani', 'bayar', 'resiko', 'nyawa', 'karna', 'tinggal', 'resiko', 'bunuh', 'aniaya']"
gak usah jauh jauh ke netizen yang clueless tentang ap itu unchr dan rohingya temen temen gue sendiri aja yang anak ir yang selama ini banyak bahas rohingya malah percaya sama hoax hoax yg ada di tiktok cape bgt,"['gak', 'netizen', 'clueless', 'ap', 'unchr', 'rohingya', 'temen', 'temen', 'gue', 'aja', 'anak', 'ir', 'bahas', 'rohingya', 'percaya', 'hoax', 'hoax', 'yg', 'ada', 'tiktok', 'cape', 'bgt']"
gitu masih ada yg belain rohingya🤡🤡 sehat otaknya ntar diperlakukan sama kayak palestine koar antum🤡,"['gitu', 'ada', 'yg', 'bain', 'rohingya', 'sehat', 'otak', 'ntar', 'laku', 'kayak', 'palestine', 'koar', 'antum']"
torpedo mm vs rohingya,"['torpedo', 'mm', 'vs', 'rohingya']"
ootd with kemeja keren ini ✨😍 🍒 🍒,"['ootd', 'with', 'kemeja', 'keren', '', '', '']"
unhcr aktif masalah rohingya tp bisu masalah gaza kan ya aneh itu kalau dibiarkan maka negara pengirim pengungsi akan terus memanfaatkan kelengahan administratif dan kelengahan institusi polhukam kita  orang ukraine aja ngungsi ke uk bayar visa pakartinya jelas kpn hrs balik,"['unhcr', 'aktif', 'rohingya', 'tp', 'bisu', 'gaza', 'ya', 'aneh', 'biar', 'negara', 'kirim', 'ungsi', 'manfaat', 'lengah', 'administratif', 'lengah', 'institusi', 'polhukam', 'orang', 'ukraine', 'aja', 'ngungsi', 'uk', 'bayar', 'visa', 'pakartinya', 'kpn', 'hrs']"
polres lhokseumawe gagalkan enam rohingya coba melarikan diri dari kamp penampungan  aceh     police peduli indonesia,"['polres', 'lhokseumawe', 'gagal', 'enam', 'rohingya', 'coba', 'lari', 'kamp', 'tampung', 'aceh', 'police', 'peduli', 'indonesia']"
aneka resep makanan yang enak dari kikil     bem ugm wa aja komika kdrohingya npwp seneng the k  myanmar,"['aneka', 'resep', 'makan', 'enak', 'kikil', 'bem', 'ugm', 'wa', 'aja', 'komika', 'kdrohingya', 'npwp', 'neng', 'the', 'k', 'myanmar']"
god kalau logika dipake jika rohingya punya kemampuan menjajah negara lain ya ngapain sampai luntang lantung di laut jajah aja myanmar sampai dikuasai semua background dan powernya ga sama kayak israel,"['god', 'logika', 'dipake', 'rohingya', 'mampu', 'jajah', 'negara', 'ya', 'ngapain', 'luntang', 'lantung', 'laut', 'jajah', 'aja', 'myanmar', 'asai', 'background', 'powernya', 'ga', 'kayak', 'israel']"
langsung kepikiran orang rohingya dong,"['langsung', 'pikir', 'orang', 'rohingya']"
jembut kau  pantes bela rohingya  kontol kau tercipta dari kontol rohingya😆😆😆😆😆,"['jembut', 'kau', 'pantes', 'bela', 'rohingya', 'kontol', 'kau', 'cipta', 'kontol', 'rohingya']"
ootd with kemeja keren ini✨😍 🍒  🍒  🍒,"['ootd', 'with', 'kemeja', 'keren', 'ini', '', '', '']"
rohingya kan punya wilayah berdaulat rakhine  kenapa tdk dikembalikan ke rakhine saja,"['rohingya', 'wilayah', 'daulat', 'rakhine', 'tdk', 'kembali', 'rakhine']"
mbak ini hobinya menggeneralisir ya padahal banyak yang negur dia pakai bahasa yang sopan tapi dia cuma notice yang kasar terus melabel pendukung rohingya ini kasar dan kampungan  jadi yang kasar dan kampungan siapa kaca butuh kaca,"['mbak', 'hobi', 'menggeneralisir', 'ya', 'negur', 'pakai', 'bahasa', 'sopan', 'notice', 'kasar', 'label', 'dukung', 'rohingya', 'kasar', 'kampung', 'kasar', 'kampung', 'kaca', 'butuh', 'kaca']"
gmana kalau anda dulu yg berbuat thdp warga rohingya ksh tempat buat mereka di rumahmu ksh uangmu belikan mereka makanan atau apapun yg mereka butuhkan kami mau lihat contohnya dr anda contoh spy kita tdk gagal sbg manusia,"['gmana', 'yg', 'buat', 'thdp', 'warga', 'rohingya', 'ksh', 'rumah', 'ksh', 'uang', 'belikan', 'makan', 'apa', 'yg', 'butuh', 'lihat', 'contoh', 'dr', 'contoh', 'spy', 'tdk', 'gagal', 'sbg', 'manusia']"
buat isu rohingya ini please banget dibaca yang begini reportase jurnalis beneran yang ketemu langsung dengan orang rohingya beneran  jangan mudah percaya video tiktok  menit yang sumbernya kata temen gue yang relawan pengungsi rohingya  🙏🏻🙏🏻🙏🏻,"['isu', 'rohingya', 'please', 'banget', 'baca', 'reportase', 'jurnalis', 'beneran', 'ketemu', 'langsung', 'orang', 'rohingya', 'beneran', 'mudah', 'percaya', 'video', 'tiktok', 'menit', 'sumber', 'temen', 'gue', 'rawan', 'ungsi', 'rohingya', '']"
orang rohingya itu hanya pengungsi setatus mereka itu sebenarnya illegal beda dgn orang indonesia yg warga negara indonesia sah resmi dan diakui klo muak tegakan hukum klo rohingya usir,"['orang', 'rohingya', 'ungsi', 'setatus', 'illegal', 'beda', 'dgn', 'orang', 'indonesia', 'yg', 'warga', 'negara', 'indonesia', 'sah', 'resmi', 'aku', 'klo', 'muak', 'tega', 'hukum', 'klo', 'rohingya', 'usir']"
id marshel  kita gak boleh menganak tirikan bangsa sendiri hanya gara ada warga negara lain mengungsi rakyat kita masih byk yg susah bertahun hidup luntang lantung di jalan  ya gimana perasaan rakyat kita yang melihat warga rohingya dapat kehidupan yg layak,"['id', 'marshel', 'gak', 'anak', 'tiri', 'bangsa', 'gara', 'ada', 'warga', 'negara', 'ungsi', 'rakyat', 'byk', 'yg', 'susah', 'tahun', 'hidup', 'luntang', 'lantung', 'jalan', 'ya', 'gimana', 'asa', 'rakyat', 'warga', 'rohingya', 'hidup', 'yg', 'layak']"
wapres maruf amin buka opsi pulau galang jadi tempat pengungsi rohingya,"['wapres', 'maruf', 'amin', 'buka', 'opsi', 'pulau', 'galang', 'ungsi', 'rohingya']"
gak ada untungya bantu etnis benalu ini karna rakyat indonesia sendiri masih susahetnis yg maunya hidup enakkelakuan kayak tai  orang orangya yg super jorok cuih haram indonesia bantu rohingya benalu ini,"['gak', 'ada', 'untungya', 'bantu', 'etnis', 'benalu', 'karna', 'rakyat', 'indonesia', 'susahetnis', 'yg', 'mau', 'hidup', 'enakkelakuan', 'kayak', 'tai', 'orang', 'orangya', 'yg', 'super', 'jorok', 'cuih', 'haram', 'indonesia', 'bantu', 'rohingya', 'benalu']"
ofamsf   knp ke vietnam blh ke rohingya gk blh,"['ofamsf', 'knp', 'vietnam', 'blh', 'rohingya', 'gk', 'blh']"
woi ngentot cahyadi anjing presiden republik indonesia   lo udah liat statementnya belom adanya human trafficking soal pengungsi rohingya clear yaaa cahyadi sini lo pulang ke indonesia mau gw tepak pala lo,"['woi', 'ngentot', 'cahyadi', 'anjing', 'presiden', 'republik', 'indonesia', 'lo', 'udah', 'liat', 'statementnya', 'bom', 'human', 'trafficking', 'ungsi', 'rohingya', 'clear', 'yaaa', 'cahyadi', 'lo', 'pulang', 'indonesia', 'gw', 'tepak', 'pala', 'lo']"
ga begitupenolakan pengungsi rohingya terkait kasus penyelundupan dari bangladesh indonesia sudah membantu tapi punya keterbatasan dan tidak bisa menampung selamanya tempat rohingya sdh disediakan di pulau bgaladesh bkn di indo,"['ga', 'begitupenolakan', 'ungsi', 'rohingya', 'kait', 'selundup', 'bangladesh', 'indonesia', 'bantu', 'batas', 'tampung', 'rohingya', 'sdh', 'sedia', 'pulau', 'bgaladesh', 'bkn', 'indo']"
skirt rok keren ✨😍 🍒 🍒  🍒,"['skirt', 'rok', 'keren', '', '', '', '']"
ngawur ini mustinya ditelisik lagi masalah pengungsi rohingya itu apa di daerah asalnya kalau perang berarti urusan birokrasinya bagaimana kalau terancam hidupnya terus krn apa bayangin aja kita merasa gak aman dan gak sejahtera terus bawa kapal masuk wilayah thailand,"['ngawur', 'mustinya', 'tisik', 'ungsi', 'rohingya', 'daerah', 'asal', 'perang', 'urus', 'birokrasi', 'ancam', 'hidup', 'krn', 'bayangin', 'aja', 'gak', 'aman', 'gak', 'sejahtera', 'bawa', 'kapal', 'masuk', 'wilayah', 'thailand']"
usut tuntas mafia penyelundup pengungsi rohingya,"['usut', 'tuntas', 'mafia', 'selundup', 'ungsi', 'rohingya']"
makin jijik sekali aku liat komentar orangorang indo yg anti rohingya,"['jijik', 'liat', 'komentar', 'orangorang', 'indo', 'yg', 'anti', 'rohingya']"
id marshel  bung ayolah jangan dibutakan dengan kemanusiaan kemanusiaan itu perlu tapi paham tempat liat kekacauan warga rohingya di malaysia warga rohignya itu memang wataknya seperti itu mengacau hidup seenaknya tidak taat aturan dsb,"['id', 'marshel', 'ayo', 'buta', 'manusia', 'manusia', 'paham', 'liat', 'kacau', 'warga', 'rohingya', 'malaysia', 'warga', 'rohignya', 'watak', 'acau', 'hidup', 'taat', 'atur', 'dsb']"
sumpah benalu banget di kasih hati minta jantung sumpah gatau diri banget sih rohingya meresahkan bgt,"['sumpah', 'benalu', 'banget', 'kasih', 'hati', 'jantung', 'sumpah', 'gatau', 'banget', 'sih', 'rohingya', 'resah', 'bgt']"
rasyid  mungkin savic berminat menampung  atw  orang aja pengungsi rohingya dirumahnya,"['rasyid', 'savic', 'minat', 'tampung', 'atw', 'orang', 'aja', 'ungsi', 'rohingya', 'rumah']"
pedhet   usut tuntas mafia penyelundup pengungsi rohingya,"['pedhet', 'usut', 'tuntas', 'mafia', 'selundup', 'ungsi', 'rohingya']"
ri  ri  un    terlepas dari hoax atau tidak bawa pergi rohingya dari indonesia khususnya aceh ga ada tempat untuk mereka disini,"['ri', 'ri', 'un', 'lepas', 'hoax', 'bawa', 'pergi', 'rohingya', 'indonesia', 'aceh', 'ga', 'ada']"
pisan oke gak mau nampung rohingya i geddit kita jg susah tp beda bgt narasinya sama yg juga ngeselin tp beda warna kulit  mana banyak bule negara kgb tp reaksinya cm haha hihi heran aku kamerad,"['pis', 'oke', 'gak', 'nampung', 'rohingya', 'i', 'geddit', 'jg', 'susah', 'tp', 'beda', 'bgt', 'narasi', 'yg', 'ngeselin', 'tp', 'beda', 'warna', 'kulit', 'bule', 'negara', 'kgb', 'tp', 'reaksi', 'cm', 'haha', 'hihi', 'heran', 'kamerad']"
kalo pencari suaka  bayarnya  juta pencari suaka dari negara lain bayarnya bisa sampai k usd atau setara  juta rupiah,"['kalo', 'cari', 'suaka', 'bayar', 'juta', 'cari', 'suaka', 'negara', 'bayar', 'k', 'usd', 'tara', 'juta', 'rupiah']"
marshel usut tuntas mafia penyelundup pengungsi rohingya,"['marshel', 'usut', 'tuntas', 'mafia', 'selundup', 'ungsi', 'rohingya']"
presiden joko widodo jokowi pada jumat menyebut jaringan perdagangan manusia diduga menjadi dalang kedatangan pengungsi   di,"['presiden', 'joko', 'widodo', 'jokowi', 'jumat', 'sebut', 'jaring', 'dagang', 'manusia', 'duga', 'dalang', 'datang', 'ungsi']"
cie amerika mau cuci tangan 🤣 terus mau ngebuyarin fokus indo dengan rohingya pbb emng ga guna,"['cie', 'amerika', 'cuci', 'tangan', '', 'ngebuyarin', 'fokus', 'indo', 'rohingya', 'pbb', 'emng', 'ga']"
kawan kabinet mari simak selengkapnya pernyataan presiden  terkait pengungsi rohingya yang masuk ke indonesia terutama ke aceh yang disampaikan di istana merdeka jakarta jumat,"['kawan', 'kabinet', 'mari', 'simak', 'lengkap', 'nyata', 'presiden', 'kait', 'ungsi', 'rohingya', 'masuk', 'indonesia', 'aceh', 'istana', 'merdeka', 'jakarta', 'jumat']"
omongomong soal rohingya,"['omongomong', 'rohingya']"
tnial ada main di belakang makanya bisa kecolongan para penyelundup orang rohingya   penyelundupan lewat laut biasanya dilakukan dengan kapal nelayan berukuran sedang yang jarang memiliki peralatan radio untuk menghindari deteksi radar patroli al thats why kita kecolongan,"['tnial', 'ada', 'main', 'colong', 'selundup', 'orang', 'rohingya', 'selundup', 'laut', 'kapal', 'nelayan', 'ukur', 'jarang', 'milik', 'alat', 'radio', 'hindar', 'deteksi', 'radar', 'patroli', 'al', 'thats', 'why', 'colong']"
id marshel  pemerintah myanmar sudah  final tidak akan memberikan kesempatan kepada rohingya untuk kembali ke myanmar sementara itu negara bangladesh sudah membuka pintu untuk pengungsi rohingya mereka sudah membangun hunian layak tapi warga rohingya menolak alasannya apa,"['id', 'marshel', 'perintah', 'myanmar', 'final', 'sempat', 'rohingya', 'myanmar', 'negara', 'bangladesh', 'buka', 'pintu', 'ungsi', 'rohingya', 'bangun', 'huni', 'layak', 'warga', 'rohingya', 'tolak', 'alas']"
rohingya adalah israel   beda ya israel ngungsi ke tanah palestina itu udah dapet sponsor dari inggris lewat balfour declaration  rohingya ngungsi ke luar myanmar disponsori ama penyelundup dan malaikat maut,"['rohingya', 'israel', 'beda', 'ya', 'israel', 'ngungsi', 'tanah', 'palestina', 'udah', 'dapet', 'sponsor', 'inggris', 'balfour', 'declaration', 'rohingya', 'ngungsi', 'myanmar', 'sponsor', 'ama', 'selundup', 'malaikat', 'maut']"
rohingya diem doang dapet pulau   mereka gak diberi pulau cuma diizinkan tinggal sementara alias numpang di pulau tersebut solutif sekali kan saudara di aceh bebas rohingya dapet hunian para netizen bisa mikirin cara paling biadab buat nyingkirin mereka kalo bikin salah,"['rohingya', 'diem', 'doang', 'dapet', 'pulau', 'gak', 'pulau', 'izin', 'tinggal', 'alias', 'numpang', 'pulau', 'solutif', 'saudara', 'aceh', 'bebas', 'rohingya', 'dapet', 'huni', 'netizen', 'mikirin', 'biadab', 'nyingkirin', 'kalo', 'bikin', 'salah']"
skirt  rok keren ✨😍 🍒 🍒  🍒,"['skirt', 'rok', 'keren', '', '', '', '']"
orang rohingya nganggur doang dapet duit ama hunian   bantuan dana tidak datang dari pemerintah tapi dari pbb dan itu diberikan karena mereka gabisa dipekerjakan di sini kenapa gak diberi pekerjaan haha kalian ada tka resmi aja pada kepanasan apalagi ada tka ilegal,"['orang', 'rohingya', 'nganggur', 'doang', 'dapet', 'duit', 'ama', 'huni', 'bantu', 'dana', 'perintah', 'pbb', 'gabisa', 'kerja', 'gak', 'kerja', 'haha', 'ada', 'tka', 'resmi', 'aja', 'panas', 'ada', 'tka', 'ilegal']"
logical fallacy fearmongering soal rohingya  orang rohingya bakal dikasih kewarganegaraan indonesia  orang rohingya gak bakal bisa jadi wni selama mereka masuk secara ilegal atau menggunakan visa yang gak sesuai dengan tujuan mereka,"['logical', 'fallacy', 'fearmongering', 'rohingya', 'orang', 'rohingya', 'kasih', 'kewarganegaraan', 'indonesia', 'orang', 'rohingya', 'gak', 'wni', 'masuk', 'ilegal', 'visa', 'gak', 'sesuai', 'tuju']"
ma’ruf amin buka opsi pulau galang jadi penampungan pengungsi rohingya pemkot batam kami siap,"['ma', '', 'ruf', 'amin', 'buka', 'opsi', 'pulau', 'galang', 'tampung', 'ungsi', 'rohingya', 'pemkot', 'batam']"
ini tanggapan jokowi soal pengungsi rohingya masuk ri,"['tanggap', 'jokowi', 'ungsi', 'rohingya', 'masuk', 'ri']"
yuk diborong mumpung lagi cuci gudang  🙏⤵️      tag bem ugm iqoo the k malam komika pil  pil  pil  seneng rohingya kdjungkook jihyo jamal muhammad eunwoo  nayeon mainan edukasi kayu aikaedutoys edukatif anak 😍,"['yuk', 'borong', 'mumpung', 'cuci', 'gudang', '', 'tag', 'bem', 'ugm', 'iqoo', 'the', 'k', 'malam', 'komika', 'pil', 'pil', 'pil', 'neng', 'rohingya', 'kdjungkook', 'jihyo', 'jamal', 'muhammad', 'eunwoo', 'nayeon', 'main', 'edukasi', 'kayu', 'aikaedutoys', 'edukatif', 'anak', '']"
pengungsi rohingya ternyata ada di sidoarjo bagaimana kehidupan mereka  baca selengkapnya di,"['ungsi', 'rohingya', 'ada', 'sidoarjo', 'hidup', 'baca', 'lengkap']"
namun disini melihat tingkah warga rohingya seakan kacang lupa kulitnya membuat warga kita marah seharusnya unhcr indonesia sebagai lembaga yang mengatur mobilisasi dari pengungsi rohingya dari bangladesh harusnya memiliki regulasi yang ketat,"['tingkah', 'warga', 'rohingya', 'akan', 'kacang', 'lupa', 'kulit', 'warga', 'marah', 'unhcr', 'indonesia', 'lembaga', 'atur', 'mobilisasi', 'ungsi', 'rohingya', 'bangladesh', 'milik', 'regulasi', 'ketat']"
id marshel  persentase yang   itu untuk apa mewajarkan hal yang salah   rohingya bukan penjajah ini mungkin benar tapi juga bisa dibantah karena masih simpang siur  tapi apa salahnya menganggap orang yg maksa masuk negara sbg penjajah precaution lho,"['id', 'marshel', 'persentase', 'wajar', 'salah', 'rohingya', 'jajah', 'ban', 'simpang', 'siur', 'salah', 'anggap', 'orang', 'yg', 'maksa', 'masuk', 'negara', 'sbg', 'jajah', 'precaution', 'lho']"
tuh ya udh di kasih liat lewat negara tetangga kelakuan rakyat rohingya kenapa pula indonesia ini masih mau nerima rakyat rohingya sih kelakuannya se gatau diri ini loh bubarin unhcr indonesia deh,"['tuh', 'ya', 'udh', 'kasih', 'liat', 'negara', 'tetangga', 'laku', 'rakyat', 'rohingya', 'indonesia', 'nerima', 'rakyat', 'rohingya', 'sih', 'laku', 'gatau', 'loh', 'bubarin', 'unhcr', 'indonesia', 'deh']"
rohingya bnyk sisi kontranya ga apple to apple,"['rohingya', 'bnyk', 'sisi', 'kontra', 'ga', 'apple', 'to', 'apple']"
mari belajar soal,"['mari', 'ajar']"
enak bgt ya njiiing sementara banyak rakyat asli indonesia menderita susah cari makan balik ke bangladesh kau rohingya busuk bau ketek 😡,"['enak', 'bgt', 'ya', 'njiiing', 'rakyat', 'asli', 'indonesia', 'derita', 'susah', 'cari', 'makan', 'bangladesh', 'kau', 'rohingya', 'busuk', 'bau', 'ketek', '']"
presiden jokowi menegaskan untuk memberikan bantuan kemanusiaan kepada para pengungsi rohingya dengan tetap mengutamakan masyarakat lokal,"['presiden', 'jokowi', 'bantu', 'manusia', 'ungsi', 'rohingya', 'utama', 'masyarakat', 'lokal']"
rohingya itu pemberontak makanya diusir dan diperangi kirim ke australia atau new zealand saja,"['rohingya', 'berontak', 'usir', 'rang', 'kirim', 'australia', 'new', 'zealand']"
id ya jauhlah israel bisa sewenang krn didukung us  unieropa dkk sebelum nyaplok ada kelompok yahudi ekstrem yg beli tanah palestin sebelumnya rohingya mah gada back up,"['id', 'ya', 'jauh', 'israel', 'wenang', 'krn', 'dukung', 'us', 'unieropa', 'dkk', 'nyaplok', 'ada', 'kelompok', 'yahudi', 'ekstrem', 'yg', 'beli', 'tanah', 'palestin', 'rohingya', 'mah', 'gada', 'back', 'up']"
cari pak pelakunya sekalian yg menyebar kenbcian ke rohingya pa,"['cari', 'laku', 'yg', 'sebar', 'kenbcian', 'rohingya', 'pa']"
terombangambing di laut melihat keluarganya dibunuh di atas kapal dijadikan pingpong maritim    laporan apik ini merekam secara dekat pengalaman traumatis pengungsi rohingya    penting dibaca untuk menetralisir racunracun hoax yang belakangan bertebaran,"['terombangambing', 'laut', 'keluarga', 'bunuh', 'kapal', 'jadi', 'pingpong', 'maritim', 'lapor', 'apik', 'rekam', 'alam', 'traumatis', 'ungsi', 'rohingya', 'baca', 'menetralisir', 'racunracun', 'hoax', 'tebar']"
rohingya dari negara mana sih,"['rohingya', 'negara', 'sih']"
id marshel oke kita kasihan  iba melihat penderitaan rohingya  tapi bagaimana dengan warga lokal setelah mengetahui pengungsi rohingya tidak merasa cukup diberi bantuan  sudh di beri makanan ada bbrapa pengungsi malah membuangnya  sdh memberi tapi tidak mensyukuri  justru kita yg rugi,"['id', 'marshel', 'oke', 'kasihan', 'iba', 'derita', 'rohingya', 'warga', 'lokal', 'ungsi', 'rohingya', 'bantu', 'sudh', 'makan', 'ada', 'bbrapa', 'ungsi', 'buang', 'sdh', 'syukur', 'yg', 'rugi']"
buat yg nyalahin tni al kenapa dibiarin aja pengungsi rohingya ke aceh salah satu alasannya adalah kalo kita mengembalikan mereka ke myanmar indonesia bisa saja melanggar amnesti ham ya solusi nya si beberapa negara yg ada pengungsi rohingya nya bisa utk menekan myanmar,"['yg', 'nyalahin', 'tni', 'al', 'dibiarin', 'aja', 'ungsi', 'rohingya', 'aceh', 'salah', 'alas', 'kalo', 'kembali', 'myanmar', 'indonesia', 'langgar', 'amnesti', 'ham', 'ya', 'solusi', 'nya', 'si', 'negara', 'yg', 'ada', 'ungsi', 'rohingya', 'nya', 'utk', 'tekan', 'myanmar']"
last bahkan akun islam pun ikut²an hujat rohingya padahal isi temlen nya bela palestina,"['last', 'akun', 'islam', 'ikut an', 'hujat', 'rohingya', 'isi', 'temlen', 'nya', 'bela', 'palestina']"
ga rela aku pantai lampuuk yg gitu cantiknya disampahin orang rohingya,"['ga', 'rela', 'pantai', 'lampuuk', 'yg', 'gitu', 'cantik', 'disampahin', 'orang', 'rohingya']"
dilihat dari pro kontra permasalahan rohingya ini memang indonesia memiliki realitas dalam  melaksanakan kewajiban untuk ketertiban dunia serta melindungi ham setiap orang sesuai dengan yang tertuang dalam uud  namun,"['pro', 'kontra', 'masalah', 'rohingya', 'indonesia', 'milik', 'realitas', 'laksana', 'wajib', 'tertib', 'dunia', 'lindung', 'ham', 'orang', 'sesuai', 'tuang', 'uud']"
tahun  an sempat ada etnis rohingya menjabat sebagai menteri di pemerintahan myanmar gara kudeta militer myanmar jadi otoriter dan gak mengakui etnis rohingya sebagai warganya   pemerintah myanmar bikin susah negara tetangga,"['an', 'ada', 'etnis', 'rohingya', 'jabat', 'menteri', 'perintah', 'myanmar', 'gara', 'kudeta', 'militer', 'myanmar', 'otoriter', 'gak', 'aku', 'etnis', 'rohingya', 'warga', 'perintah', 'myanmar', 'bikin', 'susah', 'negara', 'tetangga']"
id marshel sdh pernah ngegoogle belum info ttg refugee rohingya tau ga kalau udah ada yg diterima di amerika serikat jumlahnya   orang dan itu cuman yg di chicago sekali lg indonesia itu tempat sementara sblm diapprove di negaral tujuan akhir,"['id', 'marshel', 'sdh', 'ngegoogle', 'info', 'ttg', 'refugee', 'rohingya', 'tau', 'ga', 'udah', 'ada', 'yg', 'terima', 'amerika', 'serikat', 'orang', 'cuman', 'yg', 'chicago', 'lg', 'indonesia', 'sblm', 'diapprove', 'negaral', 'tuju']"
karena kemakan hoax dan rasisin rohingya,"['makan', 'hoax', 'rasisin', 'rohingya']"
lah gue bkn bela rohingya gue bela kemanusiaan mna kemarin yg blg ga perlu jd muslim u bela palestina ckup pnya kemanusiaan mreka jg korban genosida kyk palestina  ngapa takut sm rohingya yg jmlhnya cm  dr jumlah rakyat indo jt israel aja kewalahan ngadepin indo,"['gue', 'bkn', 'bela', 'rohingya', 'gue', 'bela', 'manusia', 'mna', 'kemarin', 'yg', 'blg', 'ga', 'jd', 'muslim', 'u', 'bela', 'palestina', 'ckup', 'pnya', 'manusia', 'mreka', 'jg', 'korban', 'genosida', 'kyk', 'palestina', 'ngapa', 'takut', 'sm', 'rohingya', 'yg', 'jmlhnya', 'cm', 'dr', 'rakyat', 'indo', 'jt', 'israel', 'aja', 'kewalahan', 'ngadepin', 'indo']"
usir aja itu pengungsi rohingya mn ketegasan presiden ri 🇮🇩   ini republik indonesia 🇮🇩 yang berdaulat kenapa harus tunduk pada permainan unhcr lihatlah di malaysia mereka juga bikin masalah minta tanah minta makan minta duit pdhl pengagungan kita tinggi🤔,"['usir', 'aja', 'ungsi', 'rohingya', 'mn', 'tegas', 'presiden', 'ri', '', 'republik', 'indonesia', '', 'daulat', 'tunduk', 'main', 'unhcr', 'lihat', 'malaysia', 'bikin', 'tanah', 'makan', 'duit', 'pdhl', 'agung', 'tinggi']"
otak kau rasis india tamil emang kek gini semua sifatnya goblok  rohingya paling parah,"['otak', 'kau', 'ras', 'india', 'tamil', 'emang', 'kek', 'gin', 'sifat', 'goblok', 'rohingya', 'parah']"
pengungsi rohingya iki ga nduwe wedhi mbe wong ndarjo   iso e ngamuk ngerusak rusunawa puspa agro mek gorogoro listrik mati😶😶😶😶😶,"['ungsi', 'rohingya', 'iki', 'ga', 'nduwe', 'wedhi', 'mbe', 'ndarjo', 'iso', 'e', 'ngamuk', 'ngerusak', 'rusunawa', 'puspa', 'agro', 'mek', 'gorogoro', 'listrik', 'mati']"
polisi tangkap enam pengungsi rohingya yang sempat kabur,"['polisi', 'tangkap', 'enam', 'ungsi', 'rohingya', 'kabur']"
min kok ga ada poin bakal dibalikin ke negara atau wilayah asal itu etnis rohingya,"['min', 'ga', 'ada', 'poin', 'dibalikin', 'negara', 'wilayah', 'etnis', 'rohingya']"
diliat org rohingya emg anjg anjg deh,"['liat', 'org', 'rohingya', 'emg', 'anjg', 'anjg', 'deh']"
pendatang rohingya seakan dibiarkan terlalu bebas mereka memasuki lautan indonesia,"['datang', 'rohingya', 'akan', 'biar', 'bebas', 'pasuk', 'laut', 'indonesia']"
malam minat dm ya sayang  info slot gacor hari ini  pragma  link     muhammad bem ugm malam iqoo the k kdrohingya komika pil  jamal npwp unhcr,"['malam', 'minat', 'dm', 'ya', 'sayang', 'info', 'slot', 'gacor', 'pragma', 'link', 'muhammad', 'bem', 'ugm', 'malam', 'iqoo', 'the', 'k', 'kdrohingya', 'komika', 'pil', 'jamal', 'npwp', 'unhcr']"
🌸crop top summer🌸  the k iqoo wa aja bem ugm rohingya jungkook npwp muhammad komika pil  myanmar unhcr ayaka   🔗,"['crop', 'top', 'summer', 'the', 'k', 'iqoo', 'wa', 'aja', 'bem', 'ugm', 'rohingya', 'jungkook', 'npwp', 'muhammad', 'komika', 'pil', 'myanmar', 'unhcr', 'ayaka', '']"
ini yg lagi viral kakak adek ngen brutal sampai nangis 😱  link di komentar   pelajar bokep indo viral terbaru vcs vidio indonesia colmek scandal bumil jilbab mesum bahan coli hijab memek basah tante sange selebgram aceh rohingya aaaaaaaaaa aaaaaaaaaah,"['yg', 'viral', 'kakak', 'adek', 'ngen', 'brutal', 'nang', '', 'link', 'komentar', 'ajar', 'bokep', 'indo', 'viral', 'baru', 'vcs', 'vidio', 'indonesia', 'colmek', 'scandal', 'bumil', 'jilbab', 'mesum', 'bahan', 'coli', 'hijab', 'memek', 'basah', 'tante', 'sange', 'selebgram', 'aceh', 'rohingya', 'aaaaaaaaaa', 'aaaaaaaaaah']"
malam ini paling seneng enak itu nyepin cewe cakep info slot gacor hari ini  pragma  link     muhammad bem ugm malam iqoo the k kdrohingya komika pil  jamal npwp unhcr,"['malam', 'neng', 'enak', 'nyepin', 'cewe', 'cakep', 'info', 'slot', 'gacor', 'pragma', 'link', 'muhammad', 'bem', 'ugm', 'malam', 'iqoo', 'the', 'k', 'kdrohingya', 'komika', 'pil', 'jamal', 'npwp', 'unhcr']"
