text_clean,text_preprocessed,text_len,polarity_score,polarity
iya bang emg dia bawa isu apa saya minta buktinya dia gak kasih tp malah ganti topik lain tp saya ladenin terus dan akhirnya ketauan kalau emg ternyata dia gak tau kalau ada genosida rohingya semoga dr situ dia bisa lbh bijak lg,"['iya', 'bang', 'emg', 'bawa', 'isu', 'bukti', 'gak', 'kasih', 'tp', 'ganti', 'topik', 'tp', 'ladenin', 'tau', 'emg', 'gak', 'tau', 'ada', 'genosida', 'rohingya', 'moga', 'dr', 'situ', 'lbh', 'bijak', 'lg']",43,-14,negative
shl  id fakta pengungsi rohingya ngeselin,"['shl', 'id', 'fakta', 'ungsi', 'rohingya', 'ngeselin']",6,-8,negative
aku tersinggung dgn story salah satu temen aku ntah knp dia pro x sama rohingya aku gencarnya update rohingya biar mereka segera dipulangkan nyatanya dia posting ginian nyudutin pihak yg kontra,"['singgung', 'dgn', 'story', 'salah', 'temen', 'ntah', 'knp', 'pro', 'x', 'rohingya', 'gencar', 'update', 'rohingya', 'biar', 'pulang', 'posting', 'ginian', 'nyudutin', 'yg', 'kontra']",31,-10,negative
ternyata pengusi rohingya merupakan human trafficking yg dilakukan oknum bangladesh   usut tuntas dan bubarkan unhcr,"['kus', 'rohingya', 'human', 'trafficking', 'yg', 'oknum', 'bangladesh', 'usut', 'tuntas', 'bubar', 'unhcr']",15,2,positive
tolong selesaikan sampai tuntas sampai tu manusiamanusia rohingya kembali ke habitat aslinya soalnya takut bgt ada isriwil chapter  😭,"['tolong', 'selesai', 'tuntas', 'tu', 'manusiamanusia', 'rohingya', 'habitat', 'asli', 'takut', 'bgt', 'ada', 'isriwil', 'chapter']",19,-1,negative
sekelas laura hasibuan sampe drag hate ke rohingya ujungnya bawa politik untuk tidak memilih capres yang dukung rohingya  😭😂😭😂  bener bener dah kampanye model apa ini 😭,"['kelas', 'laura', 'hasibuan', 'sampe', 'drag', 'hate', 'rohingya', 'ujung', 'bawa', 'politik', 'pilih', 'capres', 'dukung', 'rohingya', 'bener', 'bener', 'dah', 'kampanye', 'model']",27,-5,negative
jangan kena jebakan listrik ikuti tips aman saat musim hujan dan banjir dari pln 🌧️💡   bem ugm wa aja rohingya,"['kena', 'jebak', 'listrik', 'ikut', 'tips', 'aman', 'musim', 'hujan', 'banjir', 'pln', 'bem', 'ugm', 'wa', 'aja', 'rohingya']",20,-2,negative
id next cb perbanyak relawan biar peran masyarakat aceh lebih sedikit sehingga tidak ad lagi bentrok antr masyarakat dan rohingya,"['id', 'next', 'cb', 'banyak', 'rawan', 'biar', 'peran', 'masyarakat', 'aceh', 'ad', 'bentrok', 'antr', 'masyarakat', 'rohingya']",20,-14,negative
orang rohingya minta tanah pak  bukan minta bantuan usir pak rakyat sendiri aja punya tanah susah kudu berantem sama sodara sendiri,"['orang', 'rohingya', 'tanah', 'bantu', 'usir', 'rakyat', 'aja', 'tanah', 'susah', 'kudu', 'antem', 'sodara']",21,-11,negative
sebenernya khawatir mengenai etnis rohingya yang selalu berdatangan ke aceh ga mau nyebut terdampar karena murni human trafficking dan sampe sekarang masih belum ngerti kenapa pihak terkait ga bisa ngusut tuntas masalah ini padahal udah jelas ada agen cont,"['sebenernya', 'khawatir', 'etnis', 'rohingya', 'aceh', 'ga', 'nyebut', 'dampar', 'murni', 'human', 'trafficking', 'sampe', 'ngerti', 'kait', 'ga', 'ngusut', 'tuntas', 'udah', 'ada', 'agen', 'cont']",39,-6,negative
darah orang rohingya halal untuk di bunuh 🔥🔥🔥,"['darah', 'orang', 'rohingya', 'halal', 'bunuh']",8,-2,negative
marshel kamu tuh sebetulnya orang baikcuman kamu polos banget orangnyanah orang kyk kamu ini yg dimanfaatkan sama manusia tak bertanggungjawab yg mendapatkan keuntungan dari kepolosan kamu 🙏 asal tau aja myanmar juga bayar influencer utk bikin berita bohong ttg rohingya,"['marshel', 'tuh', 'orang', 'baikcuman', 'polos', 'banget', 'orangnyanah', 'orang', 'kyk', 'yg', 'manfaat', 'manusia', 'bertanggungjawab', 'yg', 'untung', 'polos', 'tau', 'aja', 'myanmar', 'bayar', 'influencer', 'utk', 'bikin', 'berita', 'bohong', 'ttg', 'rohingya']",40,-7,negative
soal isu rasis saya rasa sbg org aceh mereka gak rasis ke rohingya lagipula kalo menurutku warga aceh sama rohingya agak mirip 🤣,"['isu', 'ras', 'sbg', 'org', 'aceh', 'gak', 'ras', 'rohingya', 'lagipula', 'kalo', 'turut', 'warga', 'aceh', 'rohingya']",23,-4,negative
ganjar komitmen pada ikn karena memang sudah ada di undangundang❗  bem ugm the k rohingya wa aja komika seneng muhammad pil,"['ganjar', 'komitmen', 'ikn', 'ada', 'undangundang', 'bem', 'ugm', 'the', 'k', 'rohingya', 'wa', 'aja', 'komika', 'neng', 'muhammad', 'pil']",21,8,positive
bem ugm iqoo the k wa aja rohingya jungkook muhammad pil  myanmar seneng komika npwp myanmar cat   🔗,"['bem', 'ugm', 'iqoo', 'the', 'k', 'wa', 'aja', 'rohingya', 'jungkook', 'muhammad', 'pil', 'myanmar', 'neng', 'komika', 'npwp', 'myanmar', 'cat']",18,5,positive
unhcr wa aja rohingya seneng bangladesh muhammad cat  pradareporter x win internet gratis ganjar 👇💦💦indo arab nih versi android   versi apple ios,"['unhcr', 'wa', 'aja', 'rohingya', 'neng', 'bangladesh', 'muhammad', 'cat', 'pradareporter', 'x', 'win', 'internet', 'gratis', 'ganjar', 'indo', 'arab', 'nih', 'versi', 'android', 'versi', 'apple', 'ios']",22,8,positive
wah kalo tau ternyata rohingya minus begitu keknya yg dulu ngebelain juga bakalan stop ngebelain rohingya deh,"['kalo', 'tau', 'rohingya', 'minus', 'kek', 'yg', 'ngebelain', 'stop', 'ngebelain', 'rohingya', 'deh']",17,-7,negative
mending jadi warga rohingya dek,"['mending', 'warga', 'rohingya', 'dek']",5,-1,negative
iq jongkok kayak pinter aja luyg bilang propaganda siapa rohingya ini di seledupkan rohingya ini tidak layak di sebut pengungsiini imigran gelapyg menyelundupkan mereka orang bangladesh yg mempunyai kartu unhcrini perlu di usut apakah unhcr ini terlibat  penyelundupan ini,"['iq', 'jongkok', 'kayak', 'pinter', 'aja', 'luyg', 'bilang', 'propaganda', 'rohingya', 'seledupkan', 'rohingya', 'layak', 'pengungsiini', 'imigran', 'gelapyg', 'selundup', 'orang', 'bangladesh', 'yg', 'kartu', 'unhcrini', 'usut', 'unhcr', 'libat', 'selundup']",39,-5,negative
id marshel yah orang rohingya aja dateng ke ache dengan tangan kosong  berharap mereka gak akan coba iri terhadap apa yg kita punya berharap tinggat kriminalitas kaga meningkat haha negara kita aja susah mensejahterakan kita sendiri apa lgi mereka,"['id', 'marshel', 'yah', 'orang', 'rohingya', 'aja', 'dateng', 'ache', 'tangan', 'kosong', 'harap', 'gak', 'coba', 'iri', 'yg', 'harap', 'tinggat', 'kriminalitas', 'kaga', 'tingkat', 'haha', 'negara', 'aja', 'susah', 'sejahtera', 'lgi']",39,-5,negative
pantesan aja rohingya di negaranya sendiripun ogah diakuin kelakuannya kek begitu anjir,"['pantesan', 'aja', 'rohingya', 'negara', 'sendiri', 'ogah', 'diakuin', 'laku', 'kek', 'anjir']",12,-9,negative
rohingya di aceh ni datang dgn jumlah yg banyak mereka gak cuma  kapal ada lagi kapal lain yg akan menyusul rame terstruktur amp   masif gmn warga gak antisipasi dan curiga apalagi kelakuan mereka slama ini yg diluar nurul,"['rohingya', 'aceh', 'ni', 'dgn', 'yg', 'gak', 'kapal', 'ada', 'kapal', 'yg', 'susul', 'rame', 'struktur', 'amp', 'masif', 'gmn', 'warga', 'gak', 'antisipasi', 'curiga', 'laku', 'slama', 'yg', 'luar', 'nurul']",38,-4,negative
saya tinggal di daerah adanya pengungsi rohingya bila ada pertanyaan saya siap menjawab tapi intinya tak ada masalah,"['tinggal', 'daerah', 'ungsi', 'rohingya', 'ada', 'inti', 'ada']",18,0,neutral
bajingan  bangladesh melalui  iblis penyelundupan rohingya,"['bajing', 'bangladesh', 'iblis', 'selundup', 'rohingya']",6,-8,negative
id marshel tidak benarkan dan waspada pun harus tapi mereka yang anti rohingya ini loh malah rasis ngata ngatain ke semuanyaa aku setuju sm km kak mengingat disana juga banyak anak kecil mereka juga kalau bs milih gkmau ky gni,"['id', 'marshel', 'benar', 'waspada', 'anti', 'rohingya', 'loh', 'ras', 'ngata', 'ngatain', 'semuanyaa', 'tuju', 'sm', 'km', 'kak', 'sana', 'anak', 'bs', 'milih', 'gkmau', 'ky', 'gni']",40,-15,negative
mending lo bantu warga lo yg begini khususnya yg masih anak anak dan lansia drpd lo kasih makan tempat tinggal ke rohingya,"['mending', 'lo', 'bantu', 'warga', 'lo', 'yg', 'yg', 'anak', 'anak', 'lansia', 'drpd', 'lo', 'kasih', 'makan', 'tinggal', 'rohingya']",22,-9,negative
sepatu futsal rek wapik asli garansi ori tambah kece langsung gas    bem ugm  rohingya wa aja,"['sepatu', 'futsal', 'rek', 'wapik', 'asli', 'garansi', 'ori', 'kece', 'langsung', 'gas', 'bem', 'ugm', 'rohingya', 'wa', 'aja']",16,7,positive
wakil presiden toh yg usul rohingya diterima disini yahhh kasus sampang  aja dia setujui g heran lah,"['wakil', 'presiden', 'yg', 'usul', 'rohingya', 'terima', 'yahhh', 'sampang', 'aja', 'tuju', 'g', 'heran']",17,2,positive
id marshel rohingya amp  palestina  hal yang berbeda kawan  konteks di sini membahas rohingya bukan membahas palestina,"['id', 'marshel', 'rohingya', 'amp', 'palestina', 'beda', 'kawan', 'konteks', 'bahas', 'rohingya', 'bahas', 'palestina']",17,2,positive
alhamdulillah semoga segera di tindak agar rohingya kapok ke nkri,"['alhamdulillah', 'moga', 'tindak', 'rohingya', 'kapok', 'nkri']",10,3,positive
pemerintah tutup mata sama rakyatnya sendiri banyak sekali yang masih sangat membutuhkan bantuan bukan bantu rakyat sendiri malah bantu pengungsi rohingya   ri,"['perintah', 'tutup', 'mata', 'rakyat', 'butuh', 'bantu', 'bantu', 'rakyat', 'bantu', 'ungsi', 'rohingya', 'ri']",22,-12,negative
semakin banyak baca jurnal dan artikel ttg rohingya gue rasa isunya ga sekadar dipersekusi dan stateless deh belum ketemu bukti konkret yg ngejelasin kenapa mereka dipersekusi dan ditolak sbg pengungsi di berbagai negara,"['baca', 'jurnal', 'artikel', 'ttg', 'rohingya', 'gue', 'isu', 'ga', 'persekusi', 'stateless', 'deh', 'ketemu', 'bukti', 'konkret', 'yg', 'ngejelasin', 'persekusi', 'tolak', 'sbg', 'ungsi', 'negara']",33,-6,negative
warga aceh jgn kalian salah di dalam mengartikan saudara seiman dgn rohingya  kalain saja yg saudara kandung masih banyak yg susah susah tempat tinggal susah makan  kasi makan kasi bekal naikan di kapal dorong ke laut lepas  lupakan unhcr  apakah unhcr tahu dgn kalian yg susah,"['warga', 'aceh', 'jgn', 'salah', 'arti', 'saudara', 'iman', 'dgn', 'rohingya', 'kalain', 'yg', 'saudara', 'kandung', 'yg', 'susah', 'susah', 'tinggal', 'susah', 'makan', 'kasi', 'makan', 'kasi', 'bekal', 'naik', 'kapal', 'dorong', 'laut', 'lepas', 'lupa', 'unhcr', 'unhcr', 'dgn', 'yg', 'susah']",46,-26,negative
alam ganjar keluarga pak ganjar ini memang cerdas dan jelas dididik baik walau punya privilege sebagai anak gubernur dan kini capres namun alam begini  bem ugm the k rohingya wa aja komika seneng muhammad pil,"['alam', 'ganjar', 'keluarga', 'ganjar', 'cerdas', 'didik', 'privilege', 'anak', 'gubernur', 'capres', 'alam', 'bem', 'ugm', 'the', 'k', 'rohingya', 'wa', 'aja', 'komika', 'neng', 'muhammad', 'pil']",35,9,positive
buset rame amat pada belain rohingya gw sih tetep nolak mereka ada di indo skip skip,"['buset', 'rame', 'bain', 'rohingya', 'gw', 'sih', 'tetep', 'nolak', 'ada', 'indo', 'skip', 'skip']",16,-1,negative
id marshel betul mana skrng lewat titok random pake kata kata tentang rohingya inilah itulah tanpa sumber bakal langsung dipercaya sedih netizen minim literasi sm research,"['id', 'marshel', 'skrng', 'titok', 'random', 'pake', 'rohingya', 'sumber', 'langsung', 'percaya', 'sedih', 'netizen', 'minim', 'literasi', 'sm', 'research']",26,-7,negative
serius rohingya musuh bersama kok bisanya bilang begitu,"['serius', 'rohingya', 'musuh', 'bisa', 'bilang']",8,-9,negative
atau mau menampung mereka wah wah wah rohingya ada tak ada bil sebatas ini daya berdikir kritis msy indonesia hancur indonesia,"['tampung', 'rohingya', 'ada', 'ada', 'bil', 'batas', 'daya', 'kir', 'kritis', 'msy', 'indonesia', 'hancur', 'indonesia']",21,-6,negative
dikasih isu palestina  dikasih imam dikasih isu rohingya  dikasih makmum,"['kasih', 'isu', 'palestina', 'kasih', 'imam', 'kasih', 'isu', 'rohingya', 'kasih', 'makmum']",10,-3,negative
id marshel mantap lanjutkan sy kira indonesia sdh nerapin wajib bljr  tp kok bisa org kyk lebih gk berpendidikan dari rohingya yg jls² korban genosida mrk yg koar² amp  bkn org aceh tdk mewakili sm sekali warga aceh ham hrs ditegakkan meskipun langit runtuh,"['id', 'marshel', 'mantap', 'lanjut', 'sy', 'indonesia', 'sdh', 'nerapin', 'wajib', 'bljr', 'tp', 'org', 'kyk', 'gk', 'didik', 'rohingya', 'yg', 'jls', 'korban', 'genosida', 'mrk', 'yg', 'koar', 'amp', 'bkn', 'org', 'aceh', 'tdk', 'wakil', 'sm', 'warga', 'aceh', 'ham', 'hrs', 'tegak', 'langit', 'runtuh']",44,-9,negative
id salah satu sdn rendah ne cuma seribu kata ny blum lagi beranak pinak loe orang rohingya ya,"['id', 'salah', 'sdn', 'rendah', 'ne', 'ribu', 'ny', 'blum', 'anak', 'pinak', 'loe', 'orang', 'rohingya', 'ya']",18,-11,negative
pasangan cerdas jadi seneng liatnya bagaimana memang saling support demi kemajuan📈  bem ugm the k rohingya wa aja komika seneng muhammad pil,"['pasang', 'cerdas', 'neng', 'liat', 'support', 'maju', 'bem', 'ugm', 'the', 'k', 'rohingya', 'wa', 'aja', 'komika', 'neng', 'muhammad', 'pil']",22,18,positive
yas bener kemarin gue debat sama yang pake argumen itu pas gue bawabawa tugas pemerintah dan tugas unhcr dia gelagapan dan ngotot pokoknya yg salah rohingya 😭 briefingnya kurengggg,"['yas', 'bener', 'kemarin', 'gue', 'debat', 'pake', 'argumen', 'pas', 'gue', 'bawabawa', 'tugas', 'perintah', 'tugas', 'unhcr', 'gelagap', 'ngotot', 'pokok', 'yg', 'salah', 'rohingya', 'briefingnya', 'kurengggg']",29,-8,negative
doel jangan dirimu pernah ketemu ayahnya miqdad ayahnya miqdad pernah ke aceh juga doel pas rohingya tahun  an ini,"['doel', 'diri', 'ketemu', 'ayah', 'miqdad', 'ayah', 'miqdad', 'aceh', 'doel', 'pas', 'rohingya', 'an']",19,3,positive
yg dimusuhi oleh militer myanmar tidak hanya rohingya coba google takbsukit kok ada suku karen ada suku shan ada chin ada arakan banyak mungkin yg bermasalah justru pemerintah dan militer myanmar  tapi emang lebih mudah menuduh dan memfitnah korban daripada pelaku,"['yg', 'musuh', 'militer', 'myanmar', 'rohingya', 'coba', 'google', 'takbsukit', 'ada', 'suku', 'karen', 'ada', 'suku', 'shan', 'ada', 'chin', 'ada', 'ara', 'yg', 'masalah', 'perintah', 'militer', 'myanmar', 'emang', 'mudah', 'tuduh', 'fitnah', 'korban', 'laku']",41,-9,negative
testimoni para pasien kami terima kasih telah mempercayakan perawatan kesehatan dan pengobatan penyakit dengan kami semoga sehat selalu nggih 🙏         wa aja muhammad rohingya,"['testimoni', 'pasien', 'terima', 'kasih', 'percaya', 'awat', 'sehat', 'obat', 'sakit', 'moga', 'sehat', 'nggih', 'wa', 'aja', 'muhammad', 'rohingya']",24,13,positive
iqoo wa aja the k bem ugm rohingya jungkook muhammad kdrt seneng npwp pil  myanmar muhammad unhcr komiko   🔗,"['iqoo', 'wa', 'aja', 'the', 'k', 'bem', 'ugm', 'rohingya', 'jungkook', 'muhammad', 'kdrt', 'neng', 'npwp', 'pil', 'myanmar', 'muhammad', 'unhcr', 'komiko']",19,5,positive
polisi gagalkan aksi kabur  pengungsi rohingya dari penampungan,"['polisi', 'gagal', 'aksi', 'kabur', 'ungsi', 'rohingya', 'tampung']",8,-4,negative
ini baru pilihan tepat bagaimana tidak plinplan❗ ganjar dan komitmennya  bem ugm the k rohingya wa aja komika seneng muhammad pil,"['pilih', 'plinplan', 'ganjar', 'komitmen', 'bem', 'ugm', 'the', 'k', 'rohingya', 'wa', 'aja', 'komika', 'neng', 'muhammad', 'pil']",21,5,positive
aparat kepolisian resor lhokseumawe aceh menggagalkan upaya pelarian enam orang pengungsi rohingya dari tempat penampungan sementara bekas kantor imigrasi lhokseumawe di kecamatan blang mangat,"['aparat', 'polisi', 'resor', 'lhokseumawe', 'aceh', 'gagal', 'upaya', 'lari', 'enam', 'orang', 'ungsi', 'rohingya', 'tampung', 'bekas', 'kantor', 'imigrasi', 'lhokseumawe', 'camat', 'blang', 'mangat']",24,-11,negative
gpp deh burem yg penting masih ttep manis hehe☺️   muhammad iqoo   des vagabond ganjar pranowo  kdnpwp  isis malaysia myanmar spsi hunter biden unhcr  rohingya vincent bill clinton,"['gpp', 'deh', 'burem', 'yg', 'ttep', 'manis', 'hehe', 'muhammad', 'iqoo', 'des', 'vagabond', 'ganjar', 'pranowo', 'kdnpwp', 'isis', 'malaysia', 'myanmar', 'spsi', 'hunter', 'biden', 'unhcr', 'rohingya', 'vincent', 'bill', 'clinton']",27,5,positive
selawe  sena ermi   pasti itu urusan rakyat sendiri masih banyak yg susah ngurusin rohingya yang datang datang minta tanah rakyat sendiri mati matian hidup agar punya tanah,"['selawe', 'sena', 'ermi', 'urus', 'rakyat', 'yg', 'susah', 'ngurusin', 'rohingya', 'tanah', 'rakyat', 'mati', 'mati', 'hidup', 'tanah']",27,-5,negative
masalah rohingya dan palestina adalah dua masalah yg berbeda,"['rohingya', 'palestina', 'yg', 'beda']",9,-2,negative
heran pemerintah tidak cepat tanggap pemandangan pengungsi begini  penampakan ratusan pengungsi rohingya luntanglantung di sabang aceh,"['heran', 'perintah', 'cepat', 'tanggap', 'pandang', 'ungsi', 'tampak', 'ratus', 'ungsi', 'rohingya', 'luntanglantung', 'sabang', 'aceh']",16,3,positive
veel klo org rohingya nya katanya  memang mau tinggal di indonesia krn disini tinggal tidur saja dibiayai negara mrk asalnya dari kamp rohingya di bangladesh disana hrs kerja  lalu agenda unhcr kontras amp  amnesty international itu apa  kenapa menfasilitasi mrk,"['veel', 'klo', 'org', 'rohingya', 'nya', 'tinggal', 'indonesia', 'krn', 'tinggal', 'tidur', 'biaya', 'negara', 'mrk', 'asal', 'kamp', 'rohingya', 'bangladesh', 'sana', 'hrs', 'kerja', 'agenda', 'unhcr', 'kontras', 'amp', 'amnesty', 'international', 'menfasilitasi', 'mrk']",40,-5,negative
gua komen bela rohingya di ig habis di bully habis habisan 🤦‍♂️,"['gua', 'komen', 'bela', 'rohingya', 'ig', 'habis', 'bully', 'habis', 'habis']",12,-8,negative
orang kayak gini kerangka berpikirnya gimana sih   gimana ceritanya rohingya kaum marginal tertindas ditakutin bakal jadi kayak zionis israel yang bekinganya rothschild ama negara adidaya lainnya  paranoid bgt boro ngerebut indo mereka makan aja udah syukur  wota goblok,"['orang', 'kayak', 'gin', 'kerangka', 'pikir', 'gimana', 'sih', 'gimana', 'cerita', 'rohingya', 'kaum', 'marginal', 'tindas', 'ditakutin', 'kayak', 'zionis', 'israel', 'bekinganya', 'rothschild', 'ama', 'negara', 'adidaya', 'paranoid', 'bgt', 'boro', 'ngerebut', 'indo', 'makan', 'aja', 'udah', 'syukur', 'wota', 'goblok']",38,-18,negative
yang gua heran dari rohingya tuh kok mereka bisa sampe nyentuh pulau indonesiabukannya harusnya ada yang jaga diperbatasan harus diberitakan pas dicegat disitu nah ini kok pas udah sampe di pulau nya baru diberitakan,"['gua', 'heran', 'rohingya', 'tuh', 'sampe', 'nyentuh', 'pulau', 'indonesiabukannya', 'ada', 'jaga', 'batas', 'berita', 'pas', 'cegat', 'situ', 'pas', 'udah', 'sampe', 'pulau', 'nya', 'berita']",34,-10,negative
kpmandiri  presiden mentri² apalagi wakil presiden apa pun cerita tentang rohingya  kasi makan kasi bekal naikan lagi keatas kapal dorong ke laut lepas  lupakan unhcr katakan pada mereka masih banyak warga negri susah mendapatkan tempat tinggal dan makan  ini bukti warga indonesia,"['kpmandiri', 'presiden', 'tri', 'wakil', 'presiden', 'cerita', 'rohingya', 'kasi', 'makan', 'kasi', 'bekal', 'naik', 'atas', 'kapal', 'dorong', 'laut', 'lepas', 'lupa', 'unhcr', 'warga', 'negri', 'susah', 'tinggal', 'makan', 'bukti', 'warga', 'indonesia']",42,-17,negative
engi    baca dik dana utk mmbntu para pengungsi rohingya  dari unhcr bukan didanai pemerintahwarga indo,"['engi', 'baca', 'dik', 'dana', 'utk', 'mmbntu', 'ungsi', 'rohingya', 'unhcr', 'dana', 'pemerintahwarga', 'indo']",15,7,positive
tolong jalin aja kerjsama dengan unhcrkorea buat mindahin ni rohingya dari indo karena negara tersebut juga angka kelahiran nya ga tinggi,"['tolong', 'jalin', 'aja', 'kerjsama', 'unhcrkorea', 'mindahin', 'ni', 'rohingya', 'indo', 'negara', 'angka', 'lahir', 'nya', 'ga']",21,2,positive
jokowi ungkap keterlibatan jaringan tppo terkait pengungsi rohingya,"['jokowi', 'libat', 'jaring', 'tppo', 'kait', 'ungsi', 'rohingya']",8,4,positive
cape cape ngekost sampe ovt kapan bisa beli tanah kalah sama org rohingya yg di kasih pulau wacana,"['cape', 'cape', 'ngekost', 'sampe', 'ovt', 'beli', 'tanah', 'kalah', 'org', 'rohingya', 'yg', 'kasih', 'pulau', 'wacana']",18,-15,negative
kalo pemerintah dan unhcr sikapnya jelas seharusnya konflik antar opini dan antar warga aceh mereda kembalikan ke coxs bazar atau tetap di aceh dengan pembinaan ketat dari pihak berwenang   jaga hak warga aceh dan hak rohingya,"['kalo', 'perintah', 'unhcr', 'sikap', 'konflik', 'opini', 'warga', 'aceh', 'reda', 'kembali', 'coxs', 'bazar', 'aceh', 'bina', 'ketat', 'wenang', 'jaga', 'hak', 'warga', 'aceh', 'hak', 'rohingya']",36,-2,negative
🌷ootd casual style🌷  iqoo wa aja the k bem ugm rohingya jungkook muhammad kdrt seneng npwp pil  myanmar   a thread,"['ootd', 'casual', 'style', 'iqoo', 'wa', 'aja', 'the', 'k', 'bem', 'ugm', 'rohingya', 'jungkook', 'muhammad', 'kdrt', 'neng', 'npwp', 'pil', 'myanmar', 'a', 'thread']",20,5,positive
masyarakat nya aja masih banyak yg butuh gausah nambah beban negara deh rohingya,"['masyarakat', 'nya', 'aja', 'yg', 'butuh', 'gausah', 'nambah', 'beban', 'negara', 'deh', 'rohingya']",13,-13,negative
id marshel udah banyak diperlihatkan perilaku rohingya di indonesia banyak buruknya pantas aja mereka ditindas di negara sendiri myanmar ya kerena perilakunya pada ga bener,"['id', 'marshel', 'udah', 'perilaku', 'rohingya', 'indonesia', 'buruk', 'aja', 'tindas', 'negara', 'myanmar', 'ya', 'rena', 'perilaku', 'ga', 'bener']",25,1,positive
betul para oknum itu memanfaatkan keputusasaan orangorang rohingya yang hidup di dalam kondisi yang memprihatinkan tapi itu tidak berarti para pengungsi punya niat jahat dan jelas tidak membenarkan narasi kebencian terhadap mereka,"['oknum', 'manfaat', 'keputusasaan', 'orangorang', 'rohingya', 'hidup', 'kondisi', 'prihatin', 'ungsi', 'niat', 'jahat', 'benar', 'narasi', 'benci']",32,-14,negative
maaf ya kakbang etnis rohingya emang kelakuan banyak minusnya liat aja sekarang di aceh udah dikasih makan malah bilang ga kenyang karena dikit dikasih bantuan sembako malah dibuang ke laut emang mereka aja yang agak lain,"['maaf', 'ya', 'kakbang', 'etnis', 'rohingya', 'emang', 'laku', 'minus', 'liat', 'aja', 'aceh', 'udah', 'kasih', 'makan', 'bilang', 'ga', 'kenyang', 'dikit', 'kasih', 'bantu', 'sembako', 'buang', 'laut', 'emang', 'aja']",36,0,neutral
akhirnya rohingya ngelunjak minta tanah terus nanti berdiri negara rohingya di indonesia 🇮🇩 cc,"['rohingya', 'ngelunjak', 'tanah', 'diri', 'negara', 'rohingya', 'indonesia', 'cc']",14,-1,negative
mereka udah dapat pulau di bangladesh   mereka ilegal masuk ke negara org lain jelas melanggar hukum  indo tidak mendatangi perjanjian pengungsi   mereka beban   karna jadi beban itu melanggar hak org   wes ndang muliho wes surup iki drpada  diamuk,"['udah', 'pulau', 'bangladesh', 'ilegal', 'masuk', 'negara', 'org', 'langgar', 'hukum', 'indo', 'janji', 'ungsi', 'beban', 'karna', 'beban', 'langgar', 'hak', 'org', 'wes', 'ndang', 'muliho', 'wes', 'surup', 'iki', 'drpada', 'amuk']",38,-25,negative
usirlah org rohingya kok malah di biarin dan di biayain gimana sih mikirnya,"['usir', 'org', 'rohingya', 'biarin', 'biayain', 'gimana', 'sih', 'mikirnya']",13,-7,negative
knp sih hrs repot kasih bantuan makan tempat tinggal ke masyarakat rohingya bukannya mereka begini karena ulah mereka sendiri kenapa sibuk rawat warga negara lain sedangkan warga negara lo aja masih banyak yg miskin susah cari nafkah makan jg gaada,"['knp', 'sih', 'hrs', 'repot', 'kasih', 'bantu', 'makan', 'tinggal', 'masyarakat', 'rohingya', 'ulah', 'sibuk', 'rawat', 'warga', 'negara', 'warga', 'negara', 'lo', 'aja', 'yg', 'miskin', 'susah', 'cari', 'nafkah', 'makan', 'jg', 'gaada']",40,-19,negative
hancurnya sistem kpk karena perang bintang🖍️   bem ugm iqoo jungkook komika wa aja the k pil  seneng muhammad kdrohingya hate you myanmar pil,"['hancur', 'sistem', 'kpk', 'perang', 'bintang', 'bem', 'ugm', 'iqoo', 'jungkook', 'komika', 'wa', 'aja', 'the', 'k', 'pil', 'neng', 'muhammad', 'kdrohingya', 'hate', 'you', 'myanmar', 'pil']",23,-7,negative
usir rohingya dr negeri ini 🤜,"['usir', 'rohingya', 'dr', 'negeri']",6,-4,negative
ini kenapa masih nyebarin sisi buruk seorang rohingya yang belum tentu semuanya seperti itu malaysia ada  orang rohingya di indonesia khususnya aceh hanya an  mentangmentang lagi trend kamu malah ikut untuk dapat gajian di x karena centang biru,"['nyebarin', 'sisi', 'buruk', 'rohingya', 'malaysia', 'ada', 'orang', 'rohingya', 'indonesia', 'aceh', 'an', 'mentangmentang', 'trend', 'gaji', 'x', 'centang', 'biru']",38,-9,negative
bagi  yang sudah menyudutkan masyarakat aceh ini konfirmasi kapolda aceh gak ada kewajiban juga pemerintah alih alih masyarakat untuk menampung rohingya masyarakat aceh membantu memberikan perbekalan dan logistik untuk mereka berlayar kembali untuk negara tujuan,"['sudut', 'masyarakat', 'aceh', 'konfirmasi', 'kapolda', 'aceh', 'gak', 'ada', 'wajib', 'perintah', 'alih', 'alih', 'masyarakat', 'tampung', 'rohingya', 'masyarakat', 'aceh', 'bantu', 'bekal', 'logistik', 'layar', 'negara', 'tuju']",35,3,positive
akupun pas kemaren rame base pada mocking rohingya ikutan potek makannya base yg lewat itu aku skip eh malah makin keseringan yg lewat 🙃,"['aku', 'pas', 'kemaren', 'rame', 'base', 'mocking', 'rohingya', 'ikut', 'potek', 'makan', 'base', 'yg', 'skip', 'eh', 'sering', 'yg']",24,4,positive
